"","id","location","core_assisted","machine","tul"
"9094",457,5,"core","B6",120
"9095",457,5,"core","C3",140
"9096",457,5,"core","C7",131
"9097",457,5,"core","D5",138
"9098",457,5,"core","F2.1",127
"9099",34,21,"assisted","A3",108
"9100",34,21,"assisted","B6",112
"9101",34,21,"assisted","C3",104
"9102",34,21,"assisted","C7",103
"9103",34,21,"assisted","D6",96
"9104",34,21,"assisted","F2.1",104
"9105",655,1,"assisted","A3",134
"9106",655,1,"assisted","B6",97
"9107",655,1,"assisted","B7",123
"9108",655,1,"assisted","C3",133
"9109",655,1,"assisted","C7",102
"9110",655,1,"assisted","F2.1",141
"9111",174,5,"assisted","A3",144
"9112",174,5,"assisted","B6",130
"9113",174,5,"assisted","C3",139
"9114",174,5,"assisted","C7",132
"9115",174,5,"assisted","D7",127
"9116",174,5,"assisted","F2.1",129
"9117",667,18,"assisted","A1",120
"9118",667,18,"assisted","B1",110
"9119",667,18,"assisted","C7",129
"9120",667,18,"assisted","D6",111
"9121",667,18,"assisted","D7",136
"9122",667,18,"assisted","F2.1",128
"9123",314,11,"assisted","A3",95
"9124",314,11,"assisted","B6",140
"9125",314,11,"assisted","B7",120
"9126",314,11,"assisted","C3",118
"9127",314,11,"assisted","D7",143
"9128",314,11,"assisted","F2.1",112
"9129",43,21,"assisted","A3",150
"9130",43,21,"assisted","B1",121
"9131",43,21,"assisted","B6",157
"9132",43,21,"assisted","B7",127
"9133",43,21,"assisted","C7",147
"9134",43,21,"assisted","D6",137
"9135",43,21,"assisted","F2.1",137
"9136",1748,23,"assisted","A3",128
"9137",1748,23,"assisted","B1",123
"9138",1748,23,"assisted","B6",125
"9139",1748,23,"assisted","B7",140
"9140",1748,23,"assisted","C3",137
"9141",1748,23,"assisted","D5",117
"9142",1748,23,"assisted","F2.1",120
"9143",1290,2,"core","A3",124
"9144",1290,2,"core","B1",95
"9145",1290,2,"core","B6",125
"9146",1290,2,"core","C3",151
"9147",1290,2,"core","F2",104
"9148",453,1,"core","A1",62
"9149",453,1,"core","A2",93
"9150",453,1,"core","A3",93
"9151",453,1,"core","B6",94
"9152",453,1,"core","D5",96
"9153",453,1,"core","F2.1",96
"9154",1542,14,"assisted","A3",117
"9155",1542,14,"assisted","B1",131
"9156",1542,14,"assisted","B6",125
"9157",1542,14,"assisted","C7",151
"9158",1542,14,"assisted","D7",126
"9159",290,8,"assisted","A3",119
"9160",290,8,"assisted","B1",109
"9161",290,8,"assisted","B7",108
"9162",290,8,"assisted","C7",133
"9163",290,8,"assisted","F2.1",103
"9164",1285,5,"assisted","A3",137
"9165",1285,5,"assisted","B6",167
"9166",1285,5,"assisted","C3",159
"9167",1285,5,"assisted","C7",122
"9168",1285,5,"assisted","D6",131
"9169",1285,5,"assisted","F2.1",125
"9170",49,16,"assisted","A3",95
"9171",49,16,"assisted","B1",91
"9172",49,16,"assisted","B6",166
"9173",49,16,"assisted","C3",150
"9174",49,16,"assisted","C7",133
"9175",49,16,"assisted","F2.1",132
"9176",165,23,"core","A1",114
"9177",165,23,"core","A2",122
"9178",165,23,"core","A3",115
"9179",165,23,"core","B1",119
"9180",165,23,"core","B6",123
"9181",165,23,"core","B7",120
"9182",165,23,"core","C7",92
"9183",165,23,"core","D6",119
"9184",165,23,"core","D7",118
"9185",165,23,"core","F2.1",124
"9186",1664,17,"assisted","A3",111
"9187",1664,17,"assisted","B6",113
"9188",1664,17,"assisted","B7",120
"9189",1664,17,"assisted","C7",139
"9190",1664,17,"assisted","D6",112
"9191",1664,17,"assisted","F2.1",110
"9192",1406,13,"assisted","A3",109
"9193",1406,13,"assisted","B1",120
"9194",1406,13,"assisted","B6",165
"9195",1406,13,"assisted","C7",139
"9196",1406,13,"assisted","D6",121
"9197",1406,13,"assisted","F2.1",146
"9198",32,2,"assisted","A1",126
"9199",32,2,"assisted","A3",105
"9200",32,2,"assisted","B1",103
"9201",32,2,"assisted","B7",117
"9202",32,2,"assisted","C3",125
"9203",32,2,"assisted","C7",122
"9204",32,2,"assisted","D6",117
"9205",32,2,"assisted","F2.1",115
"9206",1415,3,"core","A2",117
"9207",1415,3,"core","A3",121
"9208",1415,3,"core","B6",120
"9209",1415,3,"core","B7",108
"9210",1415,3,"core","C7",112
"9211",1415,3,"core","D6",90
"9212",1415,3,"core","F2.1",93
"9213",1206,26,"core","A3",127
"9214",1206,26,"core","B1",125
"9215",1206,26,"core","B6",131
"9216",1206,26,"core","B7",123
"9217",1206,26,"core","C3",142
"9218",1206,26,"core","C7",134
"9219",1206,26,"core","F2.1",123
"9220",1028,7,"core","A3",120
"9221",1028,7,"core","B1",118
"9222",1028,7,"core","B6",102
"9223",1028,7,"core","B7",120
"9224",1028,7,"core","C3",119
"9225",1028,7,"core","C7",122
"9226",1028,7,"core","D6",120
"9227",1028,7,"core","F2",123
"9228",1028,7,"core","F2.1",113
"9229",1408,2,"assisted","A3",120
"9230",1408,2,"assisted","B6",150
"9231",1408,2,"assisted","B7",120
"9232",1408,2,"assisted","C3",127
"9233",1408,2,"assisted","D6",136
"9234",1408,2,"assisted","F2.1",97
"9235",399,12,"core","A3",172
"9236",399,12,"core","B1",131
"9237",399,12,"core","B6",128
"9238",399,12,"core","C3",140
"9239",399,12,"core","C7",130
"9240",399,12,"core","D6",134
"9241",399,12,"core","F2",138
"9242",847,17,"assisted","A3",120
"9243",847,17,"assisted","B1",128
"9244",847,17,"assisted","B6",114
"9245",847,17,"assisted","C3",126
"9246",847,17,"assisted","C7",130
"9247",847,17,"assisted","F2.1",116
"9248",498,11,"assisted","A3",130
"9249",498,11,"assisted","B6",121
"9250",498,11,"assisted","B7",176
"9251",498,11,"assisted","C3",133
"9252",498,11,"assisted","C7",87
"9253",498,11,"assisted","D7",104
"9254",498,11,"assisted","F2.1",130
"9255",1251,22,"core","A3",133
"9256",1251,22,"core","B1",112
"9257",1251,22,"core","B7",127
"9258",1251,22,"core","C3",128
"9259",1251,22,"core","C7",129
"9260",1251,22,"core","F2.1",126
"9261",818,9,"assisted","A3",151
"9262",818,9,"assisted","B6",133
"9263",818,9,"assisted","C7",117
"9264",818,9,"assisted","D6",114
"9265",818,9,"assisted","D7",118
"9266",818,9,"assisted","F2",103
"9267",818,9,"assisted","F2.1",96
"9268",1546,10,"assisted","A3",136
"9269",1546,10,"assisted","B1",134
"9270",1546,10,"assisted","B6",134
"9271",1546,10,"assisted","B7",67
"9272",1546,10,"assisted","C7",145
"9273",1546,10,"assisted","D6",115
"9274",1546,10,"assisted","F2.1",140
"9275",1053,7,"core","A3",126
"9276",1053,7,"core","B1",134
"9277",1053,7,"core","B6",122
"9278",1053,7,"core","C7",124
"9279",1053,7,"core","D6",126
"9280",1053,7,"core","F2",135
"9281",1450,11,"assisted","A3",119
"9282",1450,11,"assisted","B1",134
"9283",1450,11,"assisted","B7",126
"9284",1450,11,"assisted","C7",119
"9285",1450,11,"assisted","D5",117
"9286",1450,11,"assisted","F2.1",93
"9287",83,6,"assisted","A3",132
"9288",83,6,"assisted","B1",122
"9289",83,6,"assisted","B6",100
"9290",83,6,"assisted","B7",146
"9291",83,6,"assisted","C7",129
"9292",83,6,"assisted","D5",120
"9293",83,6,"assisted","F2.1",103
"9294",1302,8,"core","A2",121
"9295",1302,8,"core","A3",102
"9296",1302,8,"core","B1",94
"9297",1302,8,"core","B6",122
"9298",1302,8,"core","B7",133
"9299",1302,8,"core","C3",103
"9300",1302,8,"core","D6",76
"9301",1302,8,"core","F2.1",95
"9302",217,23,"assisted","A3",90
"9303",217,23,"assisted","B1",141
"9304",217,23,"assisted","B6",129
"9305",217,23,"assisted","B7",121
"9306",217,23,"assisted","C7",120
"9307",217,23,"assisted","F2.1",90
"9308",433,12,"assisted","A3",109
"9309",433,12,"assisted","B6",132
"9310",433,12,"assisted","C3",140
"9311",433,12,"assisted","C7",123
"9312",433,12,"assisted","D6",117
"9313",433,12,"assisted","F2",119
"9314",913,23,"assisted","A3",120
"9315",913,23,"assisted","B6",121
"9316",913,23,"assisted","C3",121
"9317",913,23,"assisted","C7",128
"9318",913,23,"assisted","D6",127
"9319",913,23,"assisted","F2.1",124
"9320",89,20,"core","A2",171
"9321",89,20,"core","A3",146
"9322",89,20,"core","B1",121
"9323",89,20,"core","B6",121
"9324",89,20,"core","B7",124
"9325",89,20,"core","C3",145
"9326",89,20,"core","C7",163
"9327",89,20,"core","D5",147
"9328",89,20,"core","F2.1",122
"9329",1720,15,"assisted","A1",138
"9330",1720,15,"assisted","A2",131
"9331",1720,15,"assisted","A3",131
"9332",1720,15,"assisted","B6",131
"9333",1720,15,"assisted","C3",152
"9334",1720,15,"assisted","C7",113
"9335",1720,15,"assisted","D6",93
"9336",1720,15,"assisted","F2.1",132
"9337",324,3,"assisted","A3",116
"9338",324,3,"assisted","B7",114
"9339",324,3,"assisted","C7",109
"9340",324,3,"assisted","D6",96
"9341",324,3,"assisted","F2.1",105
"9342",1438,15,"core","A2",129
"9343",1438,15,"core","A3",116
"9344",1438,15,"core","B1",121
"9345",1438,15,"core","B6",128
"9346",1438,15,"core","C3",146
"9347",1438,15,"core","C7",121
"9348",1438,15,"core","D6",138
"9349",1438,15,"core","F2.1",124
"9350",191,11,"assisted","A1",120
"9351",191,11,"assisted","A3",120
"9352",191,11,"assisted","B6",120
"9353",191,11,"assisted","B7",120
"9354",191,11,"assisted","C7",120
"9355",191,11,"assisted","D6",178
"9356",191,11,"assisted","F2.1",120
"9357",296,24,"assisted","A1",139
"9358",296,24,"assisted","A3",155
"9359",296,24,"assisted","B1",120
"9360",296,24,"assisted","B6",122
"9361",296,24,"assisted","B7",118
"9362",296,24,"assisted","D5",137
"9363",296,24,"assisted","F2.1",147
"9364",1229,24,"core","A3",146
"9365",1229,24,"core","B1",127
"9366",1229,24,"core","B6",125
"9367",1229,24,"core","B7",128
"9368",1229,24,"core","C3",154
"9369",1229,24,"core","C7",131
"9370",1229,24,"core","F2",127
"9371",1341,23,"assisted","A3",122
"9372",1341,23,"assisted","B1",121
"9373",1341,23,"assisted","B6",131
"9374",1341,23,"assisted","B7",126
"9375",1341,23,"assisted","C3",120
"9376",1341,23,"assisted","C7",122
"9377",1341,23,"assisted","D6",121
"9378",1341,23,"assisted","F2.1",120
"9379",1370,8,"assisted","A3",101
"9380",1370,8,"assisted","B1",105
"9381",1370,8,"assisted","B6",128
"9382",1370,8,"assisted","C3",109
"9383",1370,8,"assisted","C7",90
"9384",1370,8,"assisted","D6",113
"9385",1370,8,"assisted","D7",117
"9386",1370,8,"assisted","F2.1",119
"9387",122,24,"core","C3",104
"9388",122,24,"core","C7",97
"9389",122,24,"core","D6",101
"9390",122,24,"core","D7",101
"9391",122,24,"core","F2",117
"9392",943,8,"core","A3",155
"9393",943,8,"core","B1",155
"9394",943,8,"core","B6",157
"9395",943,8,"core","B7",142
"9396",943,8,"core","C7",133
"9397",943,8,"core","D6",125
"9398",943,8,"core","F2.1",136
"9399",1591,1,"assisted","A3",140
"9400",1591,1,"assisted","B6",158
"9401",1591,1,"assisted","C3",98
"9402",1591,1,"assisted","C7",133
"9403",1591,1,"assisted","D5",118
"9404",1591,1,"assisted","F2.1",110
"9405",1133,3,"assisted","A3",93
"9406",1133,3,"assisted","B1",90
"9407",1133,3,"assisted","B6",118
"9408",1133,3,"assisted","C7",100
"9409",1133,3,"assisted","D7",90
"9410",1133,3,"assisted","F2.1",92
"9411",545,8,"assisted","A3",106
"9412",545,8,"assisted","B1",96
"9413",545,8,"assisted","B7",110
"9414",545,8,"assisted","C7",113
"9415",545,8,"assisted","D6",115
"9416",545,8,"assisted","F2.1",121
"9417",975,3,"assisted","A3",120
"9418",975,3,"assisted","B1",117
"9419",975,3,"assisted","B6",125
"9420",975,3,"assisted","B7",125
"9421",975,3,"assisted","C3",120
"9422",975,3,"assisted","D6",125
"9423",975,3,"assisted","F2.1",90
"9424",1510,27,"core","A3",98
"9425",1510,27,"core","B1",89
"9426",1510,27,"core","B6",127
"9427",1510,27,"core","B7",144
"9428",1510,27,"core","C3",136
"9429",1510,27,"core","C7",76
"9430",1510,27,"core","F2.1",102
"9431",639,2,"assisted","A3",115
"9432",639,2,"assisted","B1",128
"9433",639,2,"assisted","B6",117
"9434",639,2,"assisted","B7",130
"9435",639,2,"assisted","C3",125
"9436",639,2,"assisted","C7",112
"9437",639,2,"assisted","F2.1",132
"9438",775,16,"core","A1",131
"9439",775,16,"core","A3",126
"9440",775,16,"core","B1",125
"9441",775,16,"core","B6",135
"9442",775,16,"core","B7",125
"9443",775,16,"core","C3",125
"9444",775,16,"core","C7",131
"9445",775,16,"core","F2.1",126
"9446",605,14,"core","A3",128
"9447",605,14,"core","B1",115
"9448",605,14,"core","C3",153
"9449",605,14,"core","C7",138
"9450",605,14,"core","D6",149
"9451",605,14,"core","F2.1",141
"9452",1514,15,"core","A3",120
"9453",1514,15,"core","B1",134
"9454",1514,15,"core","B6",136
"9455",1514,15,"core","B7",132
"9456",1514,15,"core","C3",128
"9457",1514,15,"core","D6",133
"9458",1514,15,"core","F2.1",122
"9459",1069,8,"core","A1",99
"9460",1069,8,"core","A3",117
"9461",1069,8,"core","B6",98
"9462",1069,8,"core","B7",129
"9463",1069,8,"core","C3",106
"9464",1069,8,"core","C7",99
"9465",1069,8,"core","D6",105
"9466",1069,8,"core","D7",100
"9467",1069,8,"core","F2.1",133
"9468",1486,14,"core","B6",178
"9469",1486,14,"core","C3",146
"9470",1486,14,"core","C7",169
"9471",1486,14,"core","D6",167
"9472",1486,14,"core","D7",171
"9473",1486,14,"core","F2.1",160
"9474",1198,20,"core","A3",116
"9475",1198,20,"core","B6",129
"9476",1198,20,"core","C7",99
"9477",1198,20,"core","D5",144
"9478",1198,20,"core","D6",112
"9479",1198,20,"core","F2.1",114
"9480",1533,24,"core","A1",156
"9481",1533,24,"core","A3",120
"9482",1533,24,"core","B1",129
"9483",1533,24,"core","B6",137
"9484",1533,24,"core","C7",150
"9485",1533,24,"core","D6",136
"9486",1533,24,"core","D7",110
"9487",1533,24,"core","F2.1",138
"9488",3,13,"assisted","A3",125
"9489",3,13,"assisted","B1",128
"9490",3,13,"assisted","B6",148
"9491",3,13,"assisted","C3",120
"9492",3,13,"assisted","C7",121
"9493",3,13,"assisted","D6",121
"9494",3,13,"assisted","F2.1",123
"9495",149,26,"core","A2",122
"9496",149,26,"core","A3",114
"9497",149,26,"core","B1",104
"9498",149,26,"core","B6",119
"9499",149,26,"core","B7",124
"9500",149,26,"core","C3",108
"9501",149,26,"core","C7",115
"9502",149,26,"core","D5",91
"9503",149,26,"core","D6",109
"9504",149,26,"core","D7",98
"9505",149,26,"core","F2.1",121
"9506",1479,21,"assisted","A3",73
"9507",1479,21,"assisted","B6",152
"9508",1479,21,"assisted","F2.1",134
"9509",72,7,"core","A3",126
"9510",72,7,"core","B1",98
"9511",72,7,"core","B6",137
"9512",72,7,"core","B7",100
"9513",72,7,"core","C3",109
"9514",72,7,"core","D6",103
"9515",72,7,"core","F2.1",112
"9516",1146,24,"core","A1",147
"9517",1146,24,"core","A3",125
"9518",1146,24,"core","B6",129
"9519",1146,24,"core","B7",123
"9520",1146,24,"core","C7",122
"9521",1146,24,"core","D6",123
"9522",1146,24,"core","F2.1",126
"9523",538,2,"core","A3",120
"9524",538,2,"core","B1",161
"9525",538,2,"core","B6",161
"9526",538,2,"core","B7",102
"9527",538,2,"core","C7",125
"9528",538,2,"core","F2.1",108
"9529",874,26,"core","A3",132
"9530",874,26,"core","B1",122
"9531",874,26,"core","B6",130
"9532",874,26,"core","B7",132
"9533",874,26,"core","C3",153
"9534",874,26,"core","F2.1",126
"9535",1735,21,"core","A2",69
"9536",1735,21,"core","A3",109
"9537",1735,21,"core","B1",89
"9538",1735,21,"core","B6",108
"9539",1735,21,"core","C7",91
"9540",1735,21,"core","D6",95
"9541",1735,21,"core","K2",93
"9542",407,3,"assisted","A2",96
"9543",407,3,"assisted","A3",104
"9544",407,3,"assisted","C7",126
"9545",407,3,"assisted","D6",111
"9546",407,3,"assisted","F2.1",125
"9547",407,3,"assisted","K2",101
"9548",1557,16,"core","A3",120
"9549",1557,16,"core","B1",121
"9550",1557,16,"core","B6",125
"9551",1557,16,"core","B7",124
"9552",1557,16,"core","C3",151
"9553",1557,16,"core","C7",135
"9554",1557,16,"core","D7",134
"9555",956,16,"core","A3",122
"9556",956,16,"core","B6",124
"9557",956,16,"core","C3",133
"9558",956,16,"core","C7",122
"9559",956,16,"core","F2.1",129
"9560",286,9,"assisted","A3",120
"9561",286,9,"assisted","B1",144
"9562",286,9,"assisted","B6",130
"9563",286,9,"assisted","B7",129
"9564",286,9,"assisted","C3",151
"9565",286,9,"assisted","D6",119
"9566",286,9,"assisted","F2.1",149
"9567",984,3,"core","A3",103
"9568",984,3,"core","B6",111
"9569",984,3,"core","C3",110
"9570",984,3,"core","C7",120
"9571",984,3,"core","D6",106
"9572",984,3,"core","F2.1",112
"9573",28,3,"core","A1",105
"9574",28,3,"core","A2",114
"9575",28,3,"core","B1",107
"9576",28,3,"core","B6",123
"9577",28,3,"core","B7",106
"9578",28,3,"core","C7",116
"9579",28,3,"core","D7",114
"9580",2,14,"assisted","A3",174
"9581",2,14,"assisted","B1",116
"9582",2,14,"assisted","B6",140
"9583",2,14,"assisted","B7",120
"9584",2,14,"assisted","C7",111
"9585",2,14,"assisted","F2.1",105
"9586",1072,13,"core","A2",120
"9587",1072,13,"core","A3",121
"9588",1072,13,"core","B1",120
"9589",1072,13,"core","B6",120
"9590",1072,13,"core","B7",126
"9591",1072,13,"core","D6",120
"9592",1072,13,"core","F2.1",121
"9593",1072,13,"core","K2",118
"9594",875,3,"assisted","A3",110
"9595",875,3,"assisted","B1",94
"9596",875,3,"assisted","B6",118
"9597",875,3,"assisted","B7",126
"9598",875,3,"assisted","C3",112
"9599",875,3,"assisted","C7",119
"9600",875,3,"assisted","D6",103
"9601",875,3,"assisted","F2.1",129
"9602",930,4,"core","A2",133
"9603",930,4,"core","A3",102
"9604",930,4,"core","B1",124
"9605",930,4,"core","B7",127
"9606",930,4,"core","C3",103
"9607",930,4,"core","C7",132
"9608",930,4,"core","D7",148
"9609",930,4,"core","F2.1",103
"9610",1597,14,"core","A3",123
"9611",1597,14,"core","B1",119
"9612",1597,14,"core","B6",148
"9613",1597,14,"core","C3",139
"9614",1597,14,"core","C7",137
"9615",1597,14,"core","D7",127
"9616",1597,14,"core","F2",120
"9617",840,14,"core","A3",100
"9618",840,14,"core","B6",102
"9619",840,14,"core","B7",116
"9620",840,14,"core","C3",76
"9621",840,14,"core","D6",88
"9622",840,14,"core","D7",95
"9623",840,14,"core","F2.1",95
"9624",946,8,"assisted","A3",115
"9625",946,8,"assisted","B1",122
"9626",946,8,"assisted","B6",129
"9627",946,8,"assisted","C3",118
"9628",946,8,"assisted","C7",123
"9629",946,8,"assisted","D6",121
"9630",946,8,"assisted","F2.1",105
"9631",78,12,"assisted","A3",115
"9632",78,12,"assisted","B1",96
"9633",78,12,"assisted","B7",101
"9634",78,12,"assisted","C7",142
"9635",78,12,"assisted","F2.1",149
"9636",1355,11,"core","A3",138
"9637",1355,11,"core","B1",147
"9638",1355,11,"core","B6",134
"9639",1355,11,"core","B7",126
"9640",1355,11,"core","C3",136
"9641",1355,11,"core","D6",154
"9642",1355,11,"core","F2.1",66
"9643",1260,27,"assisted","A3",141
"9644",1260,27,"assisted","B1",134
"9645",1260,27,"assisted","B6",140
"9646",1260,27,"assisted","B7",138
"9647",1260,27,"assisted","C7",157
"9648",1260,27,"assisted","D6",116
"9649",1260,27,"assisted","F2.1",131
"9650",339,2,"core","A3",108
"9651",339,2,"core","B7",90
"9652",339,2,"core","C7",110
"9653",339,2,"core","D6",121
"9654",339,2,"core","F2",90
"9655",1742,5,"core","A3",94
"9656",1742,5,"core","B6",143
"9657",1742,5,"core","C3",157
"9658",1742,5,"core","D6",90
"9659",1742,5,"core","D7",140
"9660",231,18,"core","A3",121
"9661",231,18,"core","B1",153
"9662",231,18,"core","B6",130
"9663",231,18,"core","B7",131
"9664",231,18,"core","C7",110
"9665",231,18,"core","D6",136
"9666",231,18,"core","F2.1",117
"9667",7,13,"core","A3",101
"9668",7,13,"core","B1",115
"9669",7,13,"core","B6",117
"9670",7,13,"core","B7",106
"9671",7,13,"core","C3",105
"9672",7,13,"core","D6",146
"9673",7,13,"core","F2.1",93
"9674",882,22,"assisted","A3",124
"9675",882,22,"assisted","B1",158
"9676",882,22,"assisted","B6",138
"9677",882,22,"assisted","B7",127
"9678",882,22,"assisted","C3",157
"9679",882,22,"assisted","C7",148
"9680",882,22,"assisted","D7",178
"9681",882,22,"assisted","F2.1",103
"9682",1120,26,"assisted","A3",129
"9683",1120,26,"assisted","B1",98
"9684",1120,26,"assisted","B7",143
"9685",1120,26,"assisted","C7",138
"9686",1120,26,"assisted","D7",140
"9687",1120,26,"assisted","F2.1",130
"9688",1239,10,"core","A1",115
"9689",1239,10,"core","A3",103
"9690",1239,10,"core","B6",120
"9691",1239,10,"core","B7",96
"9692",1239,10,"core","C7",91
"9693",1239,10,"core","D6",106
"9694",1239,10,"core","D7",99
"9695",1239,10,"core","F2.1",94
"9696",532,10,"core","A3",126
"9697",532,10,"core","B1",70
"9698",532,10,"core","B6",128
"9699",532,10,"core","B7",132
"9700",532,10,"core","C3",129
"9701",532,10,"core","C7",109
"9702",532,10,"core","D6",120
"9703",532,10,"core","F2.1",129
"9704",344,10,"core","A3",126
"9705",344,10,"core","B1",128
"9706",344,10,"core","B7",139
"9707",344,10,"core","C7",129
"9708",344,10,"core","D6",123
"9709",344,10,"core","F2.1",126
"9710",344,10,"core","K2",120
"9711",1632,7,"assisted","A3",146
"9712",1632,7,"assisted","B6",118
"9713",1632,7,"assisted","B7",120
"9714",1632,7,"assisted","C7",128
"9715",1632,7,"assisted","F2",142
"9716",1632,7,"assisted","F2.1",133
"9717",968,21,"core","A1",124
"9718",968,21,"core","A3",121
"9719",968,21,"core","C7",120
"9720",968,21,"core","D6",120
"9721",968,21,"core","F2.1",131
"9722",595,17,"assisted","A3",143
"9723",595,17,"assisted","B1",162
"9724",595,17,"assisted","B6",135
"9725",595,17,"assisted","B7",120
"9726",595,17,"assisted","C7",121
"9727",951,1,"assisted","A1",120
"9728",951,1,"assisted","A3",120
"9729",951,1,"assisted","B1",116
"9730",951,1,"assisted","B6",126
"9731",951,1,"assisted","C3",125
"9732",951,1,"assisted","C7",136
"9733",951,1,"assisted","D6",139
"9734",951,1,"assisted","F2.1",128
"9735",1015,12,"assisted","A3",74
"9736",1015,12,"assisted","B1",95
"9737",1015,12,"assisted","C7",171
"9738",1015,12,"assisted","F2.1",98
"9739",406,11,"assisted","A3",123
"9740",406,11,"assisted","B1",128
"9741",406,11,"assisted","B6",126
"9742",406,11,"assisted","B7",128
"9743",406,11,"assisted","C7",127
"9744",406,11,"assisted","D5",109
"9745",406,11,"assisted","D7",128
"9746",406,11,"assisted","F2.1",130
"9747",153,16,"assisted","A3",157
"9748",594,15,"assisted","A3",125
"9749",594,15,"assisted","B6",155
"9750",594,15,"assisted","C3",117
"9751",594,15,"assisted","C7",124
"9752",594,15,"assisted","D6",125
"9753",594,15,"assisted","D7",115
"9754",774,7,"assisted","A3",127
"9755",774,7,"assisted","B1",121
"9756",774,7,"assisted","C7",137
"9757",774,7,"assisted","D6",143
"9758",774,7,"assisted","D7",110
"9759",774,7,"assisted","F2.1",129
"9760",46,2,"assisted","A3",95
"9761",46,2,"assisted","B1",122
"9762",46,2,"assisted","B6",116
"9763",46,2,"assisted","C7",128
"9764",46,2,"assisted","D6",124
"9765",46,2,"assisted","F2.1",120
"9766",1726,7,"assisted","A3",97
"9767",1726,7,"assisted","B1",113
"9768",1726,7,"assisted","B6",114
"9769",1726,7,"assisted","B7",117
"9770",1726,7,"assisted","C3",117
"9771",1726,7,"assisted","C7",100
"9772",1726,7,"assisted","D6",111
"9773",1726,7,"assisted","F2.1",130
"9774",508,2,"assisted","A1",121
"9775",508,2,"assisted","A3",122
"9776",508,2,"assisted","B6",120
"9777",508,2,"assisted","C7",131
"9778",508,2,"assisted","F2.1",92
"9779",156,14,"core","A3",127
"9780",156,14,"core","B6",144
"9781",156,14,"core","C3",136
"9782",156,14,"core","D6",137
"9783",156,14,"core","F2.1",125
"9784",229,8,"assisted","A3",108
"9785",229,8,"assisted","B1",99
"9786",229,8,"assisted","B6",120
"9787",229,8,"assisted","B7",116
"9788",229,8,"assisted","C7",116
"9789",229,8,"assisted","D6",104
"9790",229,8,"assisted","D7",120
"9791",229,8,"assisted","F2.1",120
"9792",695,23,"assisted","A3",157
"9793",695,23,"assisted","B6",143
"9794",695,23,"assisted","C7",140
"9795",695,23,"assisted","D6",127
"9796",695,23,"assisted","F2.1",115
"9797",991,20,"assisted","A3",131
"9798",991,20,"assisted","B1",91
"9799",991,20,"assisted","B6",114
"9800",991,20,"assisted","B7",120
"9801",991,20,"assisted","C3",121
"9802",991,20,"assisted","C7",110
"9803",991,20,"assisted","D6",134
"9804",991,20,"assisted","F2.1",119
"9805",305,2,"assisted","A3",90
"9806",305,2,"assisted","B1",121
"9807",305,2,"assisted","B6",114
"9808",305,2,"assisted","B7",117
"9809",305,2,"assisted","C7",107
"9810",305,2,"assisted","D6",124
"9811",305,2,"assisted","F2",103
"9812",828,26,"core","A3",101
"9813",828,26,"core","B6",176
"9814",828,26,"core","C3",126
"9815",828,26,"core","C7",135
"9816",828,26,"core","D7",162
"9817",828,26,"core","F2.1",127
"9818",713,4,"core","A2",120
"9819",713,4,"core","A3",122
"9820",713,4,"core","B6",118
"9821",713,4,"core","C3",124
"9822",713,4,"core","C7",99
"9823",713,4,"core","D5",126
"9824",713,4,"core","D6",108
"9825",713,4,"core","F2.1",115
"9826",626,8,"assisted","A3",130
"9827",626,8,"assisted","B1",130
"9828",626,8,"assisted","B7",125
"9829",626,8,"assisted","C3",124
"9830",626,8,"assisted","D7",126
"9831",626,8,"assisted","F2.1",123
"9832",680,10,"assisted","A1",140
"9833",680,10,"assisted","A3",139
"9834",680,10,"assisted","B1",112
"9835",680,10,"assisted","B6",149
"9836",680,10,"assisted","C3",101
"9837",680,10,"assisted","C7",102
"9838",680,10,"assisted","D6",92
"9839",680,10,"assisted","F2.1",124
"9840",680,10,"assisted","K2",69
"9841",1106,11,"assisted","A1",122
"9842",1106,11,"assisted","A3",122
"9843",1106,11,"assisted","B6",126
"9844",1106,11,"assisted","C7",120
"9845",1106,11,"assisted","D6",130
"9846",1106,11,"assisted","F2",130
"9847",1411,14,"core","A3",111
"9848",1411,14,"core","C3",118
"9849",1411,14,"core","C7",123
"9850",1411,14,"core","F2.1",113
"9851",147,11,"core","A1",121
"9852",147,11,"core","A3",126
"9853",147,11,"core","B6",130
"9854",147,11,"core","D6",95
"9855",147,11,"core","F2.1",93
"9856",1240,10,"core","A3",146
"9857",1240,10,"core","B1",99
"9858",1240,10,"core","B6",166
"9859",1240,10,"core","B7",145
"9860",1240,10,"core","C3",120
"9861",1240,10,"core","C7",125
"9862",1240,10,"core","D6",163
"9863",1240,10,"core","F2.1",104
"9864",1663,22,"core","A3",127
"9865",1663,22,"core","B1",78
"9866",1663,22,"core","B6",175
"9867",1663,22,"core","C3",97
"9868",1663,22,"core","C7",151
"9869",1663,22,"core","D5",117
"9870",1663,22,"core","D7",142
"9871",1663,22,"core","F2.1",167
"9872",1717,15,"assisted","A1",128
"9873",1717,15,"assisted","A3",122
"9874",1717,15,"assisted","B1",122
"9875",1717,15,"assisted","B6",121
"9876",1717,15,"assisted","F2.1",123
"9877",1304,21,"assisted","A1",139
"9878",1304,21,"assisted","A3",107
"9879",1304,21,"assisted","B1",138
"9880",1304,21,"assisted","B6",155
"9881",1304,21,"assisted","B7",147
"9882",1304,21,"assisted","C3",154
